Xa,Ya,Xr,Yr
-1.52,-6.71,-0.15,0.34
-1.52,-6.70,-0.18,0.27
-1.51,-6.70,-0.06,0.33
-1.51,-6.70,-0.04,0.15
-1.51,-6.70,-0.28,0.26
-1.51,-6.70,-0.31,0.20
-1.52,-6.70,-0.21,0.14
-1.52,-6.70,-0.26,0.30
-1.52,-6.70,-0.37,0.00
-1.52,-6.70,-0.16,0.34
-1.52,-6.71,-0.16,0.02
-1.52,-6.71,-0.24,0.16
-1.52,-6.72,-0.37,0.05
-1.52,-6.71,-0.21,0.24
-1.52,-6.71,-0.30,0.38
-1.52,-6.71,-0.15,0.08
-1.52,-6.71,-0.25,0.26
-1.51,-6.71,0.01,0.12
-1.51,-6.71,-0.09,0.15
-1.51,-6.72,-0.21,-0.13
-1.51,-6.72,-0.20,0.21
-1.51,-6.72,-0.30,0.01
-1.51,-6.73,-0.32,0.04
-1.51,-6.73,-0.14,0.17
-1.51,-6.72,-0.25,0.36
-1.51,-6.72,-0.23,0.16
-1.51,-6.72,-0.01,0.14
-1.51,-6.72,-0.17,0.13
-1.50,-6.72,-0.06,0.25
-1.51,-6.71,-0.34,0.33
-1.51,-6.71,-0.50,0.22
-1.51,-6.71,-0.29,0.08
-1.51,-6.72,-0.08,0.00
-1.51,-6.72,-0.22,-0.01
-1.51,-6.72,-0.19,0.20
-1.51,-6.72,-0.24,0.26
-1.51,-6.72,-0.22,0.20
-1.51,-6.72,-0.25,0.26
-1.51,-6.72,-0.31,0.15
-1.51,-6.72,-0.20,0.24
-1.52,-6.72,-0.26,0.01
-1.52,-6.72,-0.27,0.17
-1.52,-6.72,-0.22,0.14
-1.53,-6.72,-0.26,0.19
-1.53,-6.71,-0.37,0.32
-1.52,-6.72,-0.07,0.14
-1.52,-6.72,-0.16,-0.06
-1.52,-6.72,-0.31,0.22
-1.52,-6.72,-0.06,0.26
-1.51,-6.72,-0.10,0.21
-1.52,-6.72,-0.29,0.25
-1.52,-6.72,-0.21,0.07
-1.52,-6.71,-0.20,0.31
-1.52,-6.72,-0.18,0.09
-1.52,-6.71,-0.30,0.29
-1.52,-6.71,-0.15,0.09
-1.51,-6.72,-0.16,0.17
-1.51,-6.72,-0.18,0.12
-1.50,-6.72,0.02,0.30
-1.50,-6.72,-0.15,0.08
-1.50,-6.72,-0.12,0.24
-1.50,-6.72,-0.11,0.01
-1.50,-6.72,-0.29,0.28
-1.50,-6.72,-0.03,0.33
-1.50,-6.71,-0.34,0.50
-1.50,-6.71,-0.22,0.24
-1.50,-6.71,-0.25,0.43
-1.51,-6.70,-0.32,0.18
-1.51,-6.71,-0.09,0.06
-1.50,-6.71,0.01,-0.00
-1.50,-6.71,-0.11,0.05
-1.50,-6.71,-0.10,0.10
-1.50,-6.71,-0.41,0.17
-1.50,-6.72,-0.21,0.11
-1.50,-6.72,-0.17,0.17
-1.49,-6.72,-0.06,0.12
-1.49,-6.72,-0.35,0.19
-1.49,-6.72,-0.04,0.32
-1.49,-6.72,-0.18,0.20
-1.50,-6.72,-0.30,0.26
-1.50,-6.72,-0.33,-0.05
-1.50,-6.72,-0.26,0.09
-1.50,-6.72,-0.21,0.20
-1.50,-6.72,-0.30,0.31
-1.50,-6.72,-0.26,0.26
-1.50,-6.72,-0.25,0.25
-1.50,-6.72,-0.13,0.25
-1.50,-6.72,-0.19,-0.03
-1.51,-6.72,-0.30,0.21
-1.50,-6.71,-0.20,0.50
-1.51,-6.71,-0.38,0.17
-1.51,-6.72,-0.27,0.18
-1.51,-6.72,-0.27,0.14
-1.52,-6.71,-0.49,0.31
-1.52,-6.71,-0.16,0.20
-1.52,-6.71,-0.24,0.18
-1.51,-6.71,-0.07,0.32
-1.51,-6.71,-0.16,0.08
-1.51,-6.72,-0.30,0.11
-1.51,-6.71,-0.19,0.19
-1.51,-6.71,-0.20,0.26
-1.51,-6.71,-0.17,0.19
-1.51,-6.71,-0.30,0.18
-1.51,-6.72,-0.08,0.01
-1.51,-6.72,-0.23,0.10
-1.51,-6.72,-0.43,0.13
-1.51,-6.72,-0.22,0.30
-1.51,-6.72,-0.24,0.32
-1.51,-6.73,-0.17,-0.05
-1.51,-6.72,-0.30,0.22
-1.50,-6.73,-0.03,0.07
-1.50,-6.73,-0.14,0.18
-1.50,-6.73,-0.34,0.20
-1.50,-6.72,-0.28,0.26
-1.51,-6.72,-0.37,0.19
-1.51,-6.72,-0.21,0.18
-1.51,-6.73,-0.20,0.12
-1.50,-6.74,0.01,-0.14
-1.49,-6.74,0.25,0.14
-1.49,-6.74,-0.11,0.31
-1.49,-6.74,-0.23,0.19
-1.49,-6.74,-0.31,0.14
-1.50,-6.74,-0.50,0.19
-1.49,-6.74,-0.15,0.08
-1.50,-6.74,-0.37,0.23
-1.49,-6.74,0.03,0.07
-1.48,-6.74,-0.08,0.30
-1.48,-6.73,-0.11,0.22
-1.49,-6.73,-0.32,0.09
-1.49,-6.74,-0.22,0.16
-1.49,-6.73,-0.24,0.42
-1.49,-6.73,-0.19,0.17
-1.49,-6.74,-0.18,0.06
-1.49,-6.74,-0.26,0.17
-1.49,-6.73,-0.24,0.15
-1.49,-6.73,-0.14,0.15
-1.49,-6.73,-0.18,0.13
-1.49,-6.73,-0.23,0.36
-1.49,-6.73,-0.32,0.27
-1.49,-6.73,-0.26,0.20
-1.49,-6.73,-0.15,0.14
-1.50,-6.73,-0.36,0.07
-1.50,-6.72,-0.34,0.24
-1.51,-6.73,-0.23,0.19
-1.51,-6.72,-0.26,0.26
-1.52,-6.72,-0.45,0.21
-1.52,-6.72,-0.28,0.20
-1.52,-6.72,-0.27,0.30
-1.52,-6.72,-0.24,0.32
-1.52,-6.72,-0.44,0.20
-1.53,-6.72,-0.39,0.24
-1.53,-6.71,-0.27,0.27
-1.52,-6.72,-0.12,0.07
-1.52,-6.72,-0.18,0.17
-1.53,-6.72,-0.37,0.30
-1.53,-6.72,-0.15,0.32
-1.52,-6.72,0.06,0.14
-1.52,-6.71,-0.32,0.31
-1.52,-6.72,-0.14,0.20
-1.52,-6.71,-0.12,0.20
-1.52,-6.72,-0.24,0.02
-1.52,-6.72,-0.49,0.10
-1.52,-6.72,-0.09,0.11
-1.52,-6.72,-0.41,0.25
-1.53,-6.72,-0.30,0.15
-1.53,-6.72,-0.33,0.30
-1.53,-6.71,-0.26,0.28
-1.53,-6.72,-0.42,0.07
-1.53,-6.71,-0.15,0.35
-1.53,-6.72,-0.31,0.21
-1.53,-6.72,-0.20,0.02
-1.53,-6.72,-0.24,0.28
-1.53,-6.71,-0.19,0.32
-1.53,-6.71,-0.08,0.28
-1.52,-6.71,0.03,0.15
-1.52,-6.71,-0.23,0.07
-1.52,-6.71,-0.17,0.11
-1.51,-6.72,0.00,0.17
-1.51,-6.71,-0.28,0.26
-1.51,-6.71,-0.15,0.21
-1.51,-6.72,-0.12,0.06
-1.51,-6.72,-0.01,0.06
-1.51,-6.71,-0.22,0.18
-1.51,-6.72,-0.31,0.19
-1.51,-6.71,-0.26,0.20
-1.51,-6.71,-0.37,0.20
-1.51,-6.71,-0.15,0.08
-1.51,-6.71,-0.29,0.37
-1.51,-6.70,-0.21,0.22
-1.51,-6.71,-0.00,0.23
-1.51,-6.71,-0.29,0.19
-1.52,-6.70,-0.39,0.32
-1.53,-6.71,-0.58,0.09
-1.53,-6.71,-0.34,-0.13
-1.52,-6.72,-0.25,0.13
-1.52,-6.72,-0.14,0.13
-1.52,-6.72,-0.04,0.30
-1.52,-6.72,-0.24,0.20
-1.52,-6.72,-0.25,0.19
-1.52,-6.72,-0.13,0.20
-1.52,-6.72,-0.13,0.08
-1.52,-6.71,-0.13,0.25
-1.52,-6.71,-0.28,0.33
-1.51,-6.71,0.00,0.26
-1.50,-6.71,-0.04,0.37
-1.50,-6.71,0.04,0.16
-1.49,-6.71,-0.15,0.13
-1.50,-6.71,-0.30,0.34
-1.50,-6.71,-0.38,0.21
-1.50,-6.70,-0.21,0.44
-1.50,-6.71,-0.19,-0.07
-1.49,-6.70,-0.12,0.27
-1.50,-6.70,-0.19,0.45
-1.50,-6.70,-0.30,0.22
-1.49,-6.70,-0.02,0.14
-1.50,-6.70,-0.29,0.24
-1.50,-6.70,-0.38,0.07
-1.51,-6.70,-0.46,0.02
-1.52,-6.70,-0.71,0.04
-1.52,-6.71,-0.49,0.09
-1.52,-6.71,-0.04,0.12
-1.51,-6.71,0.02,0.08
-1.51,-6.71,-0.21,0.17
-1.52,-6.71,-0.54,0.14
-1.53,-6.71,-0.53,0.07
-1.53,-6.71,-0.35,0.12
-1.53,-6.71,-0.26,0.18
-1.52,-6.72,0.11,0.04
-1.52,-6.71,-0.03,0.26
-1.52,-6.71,-0.52,0.21
-1.53,-6.71,-0.47,0.31
-1.53,-6.71,-0.34,0.03
-1.53,-6.71,-0.28,0.19
-1.53,-6.71,-0.19,0.18
-1.53,-6.71,-0.20,0.07
-1.53,-6.71,-0.36,0.11
-1.54,-6.71,-0.50,0.23
-1.54,-6.71,-0.22,0.25
-1.53,-6.71,-0.28,0.25
-1.53,-6.71,-0.19,0.21
-1.53,-6.71,-0.19,0.31
-1.54,-6.71,-0.56,0.20
-1.54,-6.71,-0.41,0.14
-1.54,-6.71,-0.21,0.07
-1.54,-6.71,-0.14,0.30
-1.54,-6.71,-0.11,0.20
-1.54,-6.71,-0.05,0.19
-1.54,-6.71,-0.12,0.07
-1.54,-6.71,-0.47,0.11
-1.54,-6.72,-0.28,0.01
-1.55,-6.71,-0.39,0.29
-1.55,-6.72,-0.28,0.12
-1.54,-6.71,-0.07,0.31
-1.54,-6.72,0.14,0.19
-1.53,-6.71,-0.13,0.20
-1.54,-6.71,-0.25,0.26
-1.54,-6.72,-0.14,0.07
-1.54,-6.72,-0.23,0.17
-1.54,-6.72,-0.44,0.24
-1.55,-6.72,-0.35,0.09
-1.55,-6.72,-0.46,0.05
-1.55,-6.72,-0.27,0.18
-1.55,-6.72,-0.19,0.24
-1.55,-6.72,-0.12,0.15
-1.55,-6.72,-0.31,0.31
-1.55,-6.71,-0.25,0.34
-1.55,-6.71,-0.17,0.14
-1.55,-6.72,-0.19,0.10
-1.55,-6.72,-0.36,0.23
-1.55,-6.72,-0.02,0.25
-1.55,-6.72,-0.47,0.25
-1.56,-6.72,-0.35,0.07
-1.55,-6.72,-0.02,0.12
-1.55,-6.72,-0.11,0.13
-1.55,-6.72,-0.33,0.12
-1.55,-6.72,-0.08,0.07
-1.55,-6.73,-0.22,0.17
-1.55,-6.72,-0.32,0.32
-1.55,-6.72,-0.26,0.26
-1.55,-6.72,-0.25,0.26
-1.55,-6.72,-0.37,0.19
-1.55,-6.73,-0.14,-0.01
-1.54,-6.73,-0.05,0.16
-1.54,-6.73,-0.12,0.18
-1.55,-6.73,-0.35,0.13
-1.54,-6.74,-0.19,-0.06
-1.53,-6.74,0.00,0.06
-1.53,-6.74,-0.26,0.23
-1.53,-6.73,-0.25,0.27
-1.53,-6.73,-0.20,0.26
-1.54,-6.73,-0.36,0.15
-1.54,-6.73,-0.22,0.24
-1.54,-6.73,-0.29,0.37
-1.53,-6.73,-0.13,0.09
-1.53,-6.73,-0.07,0.07
-1.53,-6.72,-0.22,0.55
-1.53,-6.73,-0.36,0.07
-1.53,-6.73,-0.16,0.23
-1.54,-6.73,-0.47,0.25
-1.53,-6.73,-0.04,0.08
-1.53,-6.73,-0.22,0.18
-1.54,-6.73,-0.26,0.08
-1.53,-6.73,-0.19,0.17
-1.53,-6.73,-0.18,0.30
-1.54,-6.72,-0.36,0.51
-1.54,-6.72,-0.40,0.18
-1.54,-6.72,-0.03,0.30
-1.54,-6.72,-0.28,0.20
-1.54,-6.72,-0.27,0.14
-1.54,-6.72,-0.38,0.14
-1.55,-6.72,-0.51,0.06
-1.55,-6.72,-0.30,0.21
-1.55,-6.72,-0.13,0.20
-1.55,-6.72,-0.41,0.31
-1.56,-6.72,-0.28,0.32
-1.55,-6.72,-0.13,0.08
-1.55,-6.72,-0.25,0.35
-1.56,-6.72,-0.38,0.21
-1.56,-6.72,-0.25,0.31
-1.56,-6.72,-0.37,0.15
-1.56,-6.72,-0.22,0.13
-1.56,-6.72,-0.18,0.24
-1.55,-6.72,-0.22,0.21
-1.56,-6.71,-0.30,0.32
-1.56,-6.71,-0.39,0.22
-1.56,-6.71,-0.34,0.20
-1.56,-6.71,-0.07,0.20
-1.56,-6.70,-0.13,0.32
-1.56,-6.70,-0.39,0.15
-1.56,-6.70,-0.21,0.36
-1.56,-6.70,-0.28,0.15
-1.56,-6.70,-0.31,0.13
-1.56,-6.70,-0.32,0.13
-1.55,-6.70,-0.14,0.19
-1.55,-6.70,0.01,0.32
-1.55,-6.69,-0.21,0.27
-1.55,-6.69,-0.18,0.25
-1.55,-6.70,-0.31,-0.00
-1.55,-6.70,0.03,0.10
-1.55,-6.71,-0.37,0.01
-1.55,-6.70,-0.26,0.42
-1.55,-6.70,-0.37,0.17
-1.54,-6.69,-0.14,0.32
-1.55,-6.69,-0.19,0.20
-1.55,-6.70,-0.24,0.19
-1.55,-6.69,-0.31,0.26
-1.55,-6.69,-0.27,0.32
-1.55,-6.69,-0.25,0.33
-1.55,-6.69,-0.20,0.26
-1.55,-6.69,-0.24,0.15
-1.55,-6.68,-0.31,0.31
-1.55,-6.68,-0.20,0.21
-1.55,-6.68,-0.19,0.26
-1.55,-6.68,-0.07,0.21
-1.54,-6.68,-0.09,0.18
-1.54,-6.68,-0.05,-0.06
-1.54,-6.68,-0.28,0.27
-1.54,-6.68,-0.20,0.39
-1.55,-6.68,-0.48,0.22
-1.54,-6.68,-0.22,0.13
-1.55,-6.68,-0.42,0.17
-1.55,-6.68,-0.37,0.01
-1.54,-6.69,-0.07,0.14
-1.53,-6.69,-0.15,0.12
-1.54,-6.70,-0.35,0.10
-1.54,-6.70,-0.38,0.23
-1.54,-6.70,-0.39,0.25
-1.54,-6.70,-0.22,0.09
-1.54,-6.70,-0.19,0.23
-1.53,-6.70,-0.04,0.13
-1.54,-6.70,-0.28,0.07
-1.53,-6.70,-0.19,0.18
-1.54,-6.70,-0.36,0.26
-1.54,-6.69,-0.28,0.39
-1.54,-6.70,-0.19,0.15
-1.53,-6.69,-0.06,0.26
-1.53,-6.69,-0.28,0.33
-1.53,-6.69,-0.03,0.14
-1.53,-6.69,-0.14,0.23
-1.52,-6.70,-0.12,-0.10
-1.52,-6.70,-0.22,0.25
-1.52,-6.70,-0.36,0.21
-1.53,-6.69,-0.34,0.38
-1.52,-6.70,-0.14,0.03
-1.52,-6.70,-0.17,-0.02
-1.52,-6.70,-0.12,0.23
-1.51,-6.70,0.01,0.32
-1.51,-6.70,-0.15,0.09
-1.51,-6.70,-0.30,0.17
-1.51,-6.70,-0.14,0.02
-1.51,-6.70,-0.29,0.12
-1.51,-6.70,-0.26,0.24
-1.51,-6.71,-0.07,0.05
-1.51,-6.71,-0.22,0.18
-1.51,-6.71,-0.08,0.24
-1.51,-6.71,-0.17,0.19
-1.51,-6.71,-0.24,0.30
-1.51,-6.71,-0.19,0.31
-1.51,-6.71,-0.25,0.20
-1.52,-6.71,-0.39,0.20
-1.51,-6.71,-0.25,0.12
-1.52,-6.71,-0.37,0.36
-1.51,-6.71,-0.31,0.33
-1.51,-6.71,-0.14,0.26
-1.51,-6.71,-0.17,0.07
-1.51,-6.71,0.05,0.17
-1.51,-6.71,-0.16,0.35
-1.50,-6.71,-0.16,0.26
-1.50,-6.72,-0.30,-0.11
-1.51,-6.72,-0.26,0.15
-1.50,-6.72,-0.13,0.24
-1.50,-6.72,0.01,0.25
-1.50,-6.72,-0.17,0.19
-1.50,-6.73,-0.19,0.11
-1.50,-6.72,-0.29,0.25
-1.50,-6.72,-0.38,0.39
-1.50,-6.72,-0.22,0.11
-1.51,-6.72,-0.26,0.01
-1.50,-6.72,-0.12,-0.07
-1.50,-6.73,-0.28,0.09
-1.50,-6.73,-0.13,0.23
-1.50,-6.72,-0.25,0.20
-1.49,-6.72,-0.06,0.26
-1.49,-6.73,-0.03,0.12
-1.48,-6.72,-0.09,0.31
-1.48,-6.73,-0.22,0.14
-1.47,-6.73,-0.11,0.05
-1.48,-6.73,-0.35,0.05
-1.48,-6.73,-0.32,0.17
-1.48,-6.74,-0.22,0.12
-1.48,-6.74,-0.19,0.13
-1.48,-6.74,-0.14,0.24
-1.49,-6.73,-0.25,0.33
-1.48,-6.72,-0.30,0.30
-1.48,-6.73,-0.18,0.20
-1.48,-6.73,-0.17,0.19
-1.47,-6.73,-0.12,0.20
-1.48,-6.72,-0.31,0.26
-1.48,-6.72,-0.24,0.20
-1.48,-6.72,-0.30,0.49
-1.48,-6.72,-0.38,0.24
-1.48,-6.72,-0.17,0.08
-1.48,-6.72,-0.01,0.13
-1.48,-6.71,-0.23,0.19
-1.49,-6.71,-0.50,0.26
-1.50,-6.71,-0.42,0.03
-1.50,-6.71,-0.45,0.16
-1.51,-6.72,-0.35,0.07
-1.51,-6.72,-0.26,0.07
-1.50,-6.72,-0.07,0.12
-1.50,-6.72,-0.18,0.11
-1.50,-6.72,-0.18,0.17
-1.51,-6.72,-0.36,0.08
-1.51,-6.72,-0.40,0.23
-1.51,-6.72,-0.33,0.27
-1.51,-6.72,-0.08,0.13
-1.51,-6.72,-0.18,0.01
-1.51,-6.72,-0.06,0.16
-1.50,-6.73,-0.16,-0.00
-1.51,-6.73,-0.19,0.17
-1.50,-6.72,-0.11,0.31
-1.50,-6.73,-0.17,0.25
-1.50,-6.72,-0.12,0.27
-1.50,-6.72,-0.17,0.03
-1.50,-6.72,-0.18,0.25
-1.50,-6.72,-0.30,0.37
-1.49,-6.71,-0.14,0.24
-1.49,-6.71,0.07,-0.03
-1.48,-6.71,-0.12,0.29
-1.48,-6.72,-0.13,-0.16
-1.48,-6.72,-0.19,0.09
-1.49,-6.73,-0.20,-0.02
-1.48,-6.73,-0.18,-0.08
-1.49,-6.74,-0.30,0.14
-1.48,-6.74,-0.08,0.18
-1.48,-6.73,-0.11,0.30
-1.48,-6.73,-0.41,0.32
-1.49,-6.73,-0.39,0.22
-1.49,-6.73,-0.21,0.19
-1.49,-6.73,-0.31,0.32
-1.49,-6.73,-0.20,0.25
-1.49,-6.73,-0.14,0.21
-1.49,-6.72,-0.24,0.34
-1.49,-6.72,-0.31,0.22
-1.49,-6.72,-0.32,0.25
-1.49,-6.72,-0.25,0.15
-1.49,-6.72,-0.20,0.13
-1.49,-6.72,-0.19,0.23
-1.49,-6.72,-0.24,0.26
-1.49,-6.72,-0.18,0.02
-1.49,-6.72,-0.24,0.22
-1.48,-6.72,0.05,0.13
-1.48,-6.72,-0.15,0.27
-1.48,-6.72,-0.28,0.30
-1.48,-6.72,-0.26,0.20
-1.48,-6.71,-0.13,0.43
-1.48,-6.71,-0.18,0.39
-1.47,-6.71,-0.12,0.26
-1.47,-6.71,-0.17,0.37
-1.47,-6.72,-0.23,0.08
-1.47,-6.72,-0.14,0.01
-1.48,-6.72,-0.42,0.04
-1.47,-6.72,-0.02,0.18
-1.47,-6.71,-0.34,0.33
-1.47,-6.71,-0.16,0.26
-1.47,-6.71,-0.24,0.27
-1.48,-6.71,-0.55,0.37
-1.48,-6.70,-0.41,0.33
-1.48,-6.71,-0.03,0.04
-1.49,-6.71,-0.46,0.28
-1.48,-6.71,-0.11,0.07
-1.49,-6.71,-0.31,-0.06
-1.49,-6.72,-0.33,0.09
-1.49,-6.71,-0.08,0.08
-1.49,-6.72,-0.18,0.00
-1.50,-6.71,-0.44,0.17
-1.50,-6.72,-0.40,0.17
-1.50,-6.72,-0.31,0.06
-1.50,-6.72,-0.14,0.24
-1.50,-6.71,-0.19,0.32
-1.50,-6.72,-0.26,0.09
-1.51,-6.71,-0.37,0.29
-1.50,-6.71,-0.03,0.26
-1.51,-6.71,-0.23,0.20
-1.51,-6.71,-0.32,0.27
-1.51,-6.71,-0.14,0.14
-1.51,-6.71,-0.19,0.30
-1.51,-6.71,-0.24,0.27
-1.50,-6.70,-0.17,0.21
-1.51,-6.71,-0.26,0.13
-1.51,-6.71,-0.19,0.19
-1.51,-6.70,-0.37,0.25
-1.51,-6.70,-0.04,0.39
-1.51,-6.70,-0.30,0.10
-1.51,-6.70,-0.30,0.13
-1.51,-6.69,-0.42,0.37
-1.52,-6.69,-0.29,0.16
-1.52,-6.70,-0.19,0.12
-1.51,-6.69,-0.00,0.31
-1.51,-6.69,-0.10,0.14
-1.50,-6.70,-0.21,0.04
-1.51,-6.70,-0.26,0.11
-1.51,-6.70,-0.21,0.18
-1.51,-6.70,-0.12,0.19
-1.50,-6.70,-0.11,0.14
-1.50,-6.70,-0.17,0.31
-1.50,-6.70,0.00,0.20
-1.50,-6.70,-0.35,0.26
-1.50,-6.70,-0.20,0.31
-1.50,-6.70,-0.12,0.14
-1.49,-6.70,-0.04,-0.01
-1.50,-6.71,-0.40,0.04
-1.50,-6.71,-0.27,0.17
-1.50,-6.71,-0.25,0.36
-1.50,-6.71,-0.25,0.10
-1.50,-6.71,-0.37,0.05
-1.50,-6.71,-0.22,0.29
-1.50,-6.71,-0.25,0.21
-1.51,-6.71,-0.32,0.31
-1.51,-6.71,-0.30,0.20
-1.51,-6.71,-0.26,0.20
-1.51,-6.71,-0.25,0.37
-1.51,-6.70,-0.25,0.34
-1.51,-6.70,-0.09,0.34
-1.50,-6.70,-0.21,0.14
-1.50,-6.70,-0.31,0.10
-1.51,-6.71,-0.32,0.17
-1.51,-6.71,-0.27,-0.00
-1.51,-6.71,-0.31,0.28
-1.52,-6.71,-0.39,0.09
-1.51,-6.71,-0.01,0.35
-1.52,-6.71,-0.36,0.11
-1.52,-6.70,-0.33,0.25
-1.52,-6.70,-0.14,0.27
-1.51,-6.70,-0.04,0.26
-1.51,-6.70,-0.10,0.25
-1.51,-6.70,-0.29,0.09
-1.51,-6.70,-0.37,0.17
-1.51,-6.70,-0.28,0.13
-1.52,-6.70,-0.21,0.07
-1.52,-6.71,-0.36,0.05
-1.51,-6.71,-0.02,0.11
